,accuracy,computationtime,dataset,kfolds,max,mean,method,min,std,trees
175,0.713333333333,0.151000022888,leuk,3,0.833333333333,0.713333333333,randomforest,0.64,0.0855483402441,2
176,0.780555555556,0.192000150681,leuk,3,0.8,0.780555555556,randomforest,0.75,0.0218722440945,5
177,0.903333333333,0.332000017166,leuk,3,0.96,0.903333333333,randomforest,0.833333333333,0.0525638941001,10
178,0.917222222222,0.52799987793,leuk,3,0.96,0.917222222222,randomforest,0.875,0.0347033281928,20
179,0.689230769231,0.204999923706,leuk,5,0.866666666667,0.689230769231,randomforest,0.466666666667,0.151072431914,2
180,0.835897435897,0.3140001297,leuk,5,0.933333333333,0.835897435897,randomforest,0.733333333333,0.0668636144123,5
181,0.858461538462,0.532999992371,leuk,5,0.933333333333,0.858461538462,randomforest,0.692307692308,0.0978184124518,10
182,0.873846153846,0.981999874115,leuk,5,0.933333333333,0.873846153846,randomforest,0.769230769231,0.0735034784294,20
183,0.903903903904,0.233000040054,leuk,2,0.918918918919,0.903903903904,adaboost,0.888888888889,0.015015015015,2
184,0.903903903904,0.399999856949,leuk,2,0.918918918919,0.903903903904,adaboost,0.888888888889,0.015015015015,5
185,0.917417417417,0.696000099182,leuk,2,0.945945945946,0.917417417417,adaboost,0.888888888889,0.0285285285285,10
186,0.903903903904,1.39999985695,leuk,2,0.918918918919,0.903903903904,adaboost,0.888888888889,0.015015015015,20
187,0.835555555556,0.457000017166,leuk,3,0.84,0.835555555556,adaboost,0.833333333333,0.00314269680527,2
188,0.904444444444,0.909999847412,leuk,3,1.0,0.904444444444,adaboost,0.833333333333,0.0702025288841,5
189,0.917777777778,1.71700000763,leuk,3,1.0,0.917777777778,adaboost,0.833333333333,0.0680595236938,10
190,0.904444444444,3.26999998093,leuk,3,1.0,0.904444444444,adaboost,0.833333333333,0.0702025288841,20
191,0.778461538462,0.971999883652,leuk,5,0.933333333333,0.778461538462,adaboost,0.692307692308,0.0847877033249,2
192,0.698461538462,2.06200003624,leuk,5,0.8,0.698461538462,adaboost,0.533333333333,0.0894956281369,5
193,0.805128205128,3.95900011063,leuk,5,1.0,0.805128205128,adaboost,0.6,0.164870000389,10
194,0.765128205128,7.91500020027,leuk,5,1.0,0.765128205128,adaboost,0.666666666667,0.120153309913,20
