,aveaccuracy,computationtime,cancertype,kfolds,maxsinglefold,mean,method,minsinglefold,std,ntrees
201,0.88439288759,0.210479974747,liver,3,0.926470588235,0.88439288759,randomforest,0.857142857143,0.0301825382989,20
202,0.908551536557,0.559096097946,liver,3,0.955882352941,0.908551536557,randomforest,0.884057971014,0.033474771389,60
203,0.893987740024,0.896845817566,liver,3,0.941176470588,0.893987740024,randomforest,0.855072463768,0.0356353058289,100
204,0.700510493477,0.0849688053131,liver,5,0.829268292683,0.700510493477,randomforest,0.609756097561,0.0729809742938,2
205,0.846398184912,0.136507034302,liver,5,0.975609756098,0.846398184912,randomforest,0.744186046512,0.0776686120348,5
206,0.91866137266,0.225895881653,liver,5,1,0.91866137266,randomforest,0.837209302326,0.0544734314617,10
207,0.909132161089,0.394599914551,liver,5,1,0.909132161089,randomforest,0.813953488372,0.0670489368008,20
208,0.923312535451,1.07436108589,liver,5,0.975609756098,0.923312535451,randomforest,0.860465116279,0.0397785560543,60
209,0.928417470221,1.82457900047,liver,5,1,0.928417470221,randomforest,0.837209302326,0.0528544536427,100
210,0.801577669903,0.198872089386,liver,2,0.875,0.801577669903,adaboost,0.728155339806,0.0734223300971,2
211,0.820901792382,0.443078994751,liver,2,0.894230769231,0.820901792382,adaboost,0.747572815534,0.0733289768484,5
212,0.796956684093,0.842527151108,liver,2,0.826923076923,0.796956684093,adaboost,0.766990291262,0.0299663928305,10
213,0.806385362211,1.61602282524,liver,2,0.884615384615,0.806385362211,adaboost,0.728155339806,0.0782300224048,20
214,0.816094100075,5.02367091179,liver,2,0.884615384615,0.816094100075,adaboost,0.747572815534,0.0685212845407,60
215,0.806338685586,8.13528609276,liver,2,0.894230769231,0.806338685586,adaboost,0.718446601942,0.0878920836445,100
216,0.699821377826,0.361795902252,liver,3,0.842857142857,0.699821377826,adaboost,0.550724637681,0.119339576307,2
217,0.74820159948,0.846492052078,liver,3,0.842857142857,0.74820159948,adaboost,0.68115942029,0.0688399679553,5
218,0.704224008444,1.69895601273,liver,3,0.828571428571,0.704224008444,adaboost,0.602941176471,0.0935458322101,10
219,0.728593756343,3.36065387726,liver,3,0.842857142857,0.728593756343,adaboost,0.661764705882,0.0811834542255,20
220,0.6795741485,9.89896178246,liver,3,0.842857142857,0.6795741485,adaboost,0.514705882353,0.133971880775,60
221,0.6795741485,15.8257341385,liver,3,0.842857142857,0.6795741485,adaboost,0.514705882353,0.133971880775,100
222,0.782076006807,0.688109874725,liver,5,0.878048780488,0.782076006807,adaboost,0.585365853659,0.106531005939,2
223,0.762563811685,1.6213350296,liver,5,0.837209302326,0.762563811685,adaboost,0.682926829268,0.0660863624839,5
224,0.81134429949,3.28145885468,liver,5,0.90243902439,0.81134429949,adaboost,0.731707317073,0.0571020698447,10
225,0.825978445831,6.6253080368,liver,5,0.90243902439,0.825978445831,adaboost,0.780487804878,0.0422663084191,20
226,0.865002836075,19.2908248901,liver,5,0.90243902439,0.865002836075,adaboost,0.80487804878,0.0383682254535,60
227,0.860124787294,32.1876749992,liver,5,0.926829268293,0.860124787294,adaboost,0.80487804878,0.040963132896,100
228,0.820945945946,0.0652577877045,leuk,2,0.891891891892,0.820945945946,bagging,0.75,0.0709459459459,2
229,0.904279279279,0.150599956512,leuk,2,0.916666666667,0.904279279279,bagging,0.891891891892,0.0123873873874,5
230,0.904279279279,0.293969154358,leuk,2,0.916666666667,0.904279279279,bagging,0.891891891892,0.0123873873874,10
231,0.931306306306,0.569571971893,leuk,2,0.945945945946,0.931306306306,bagging,0.916666666667,0.0146396396396,20
232,0.94481981982,1.67598509789,leuk,2,0.972972972973,0.94481981982,bagging,0.916666666667,0.0281531531532,60
233,0.94481981982,2.83349704742,leuk,2,0.972972972973,0.94481981982,bagging,0.916666666667,0.0281531531532,100
234,0.765,0.128757953644,leuk,3,0.92,0.765,bagging,0.625,0.120899407222,2
